"ParticipantName","SegmentName","FixationPointX","FixationPointY","GazeStart","GazeEnd","hoge","piyo","ItemNo","Condition","AOI1","AOI2","AOI3","AOI4","AOI"
"P26","Segment 24",496,257,2461,2608,"4","68","3","b","A","C","B","D",1
"P26","Segment 24",1269,588,3038,3188,"4","68","3","b","A","C","B","D",4
"P26","Segment 24",1305,644,3215,3304,"4","68","3","b","A","C","B","D",4
"P26","Segment 24",1314,662,3311,3651,"4","68","3","b","A","C","B","D",4
"P26","Segment 24",1304,225,3718,3948,"4","68","3","b","A","C","B","D",2
"P26","Segment 24",1260,195,3974,4718,"4","68","3","b","A","C","B","D",2
"P26","Segment 24",1326,725,4798,5168,"4","68","3","b","A","C","B","D",4
"P26","Segment 24",1292,691,5198,5497,"4","68","3","b","A","C","B","D",4
"P26","Segment 24",1332,352,5564,5967,"4","68","3","b","A","C","B","D",2
"P26","Segment 24",1266,202,6011,7061,"4","68","3","b","A","C","B","D",2
"P26","Segment 24",1296,200,7081,7334,"4","68","3","b","A","C","B","D",2
"P26","Segment 24",1213,226,7377,7714,"4","68","3","b","A","C","B","D",2
"P26","Segment 24",1274,239,7744,7951,"4","68","3","b","A","C","B","D",2
"P26","Segment 24",1393,352,7994,8174,"4","68","3","b","A","C","B","D",2
"P26","Segment 24",1455,370,8200,8438,"4","68","3","b","A","C","B","D",2
"P26","Segment 3",972,533,0,270,"4","11","19","b","D","A","B","C",2
"P26","Segment 3",924,407,317,387,"4","11","19","b","D","A","B","C",1
"P26","Segment 3",1387,382,447,770,"4","11","19","b","D","A","B","C",2
"P26","Segment 3",514,177,864,1087,"4","11","19","b","D","A","B","C",1
"P26","Segment 3",436,134,1124,1267,"4","11","19","b","D","A","B","C",1
"P26","Segment 3",1476,465,1627,1697,"4","11","19","b","D","A","B","C",2
"P26","Segment 3",1358,308,1750,2154,"4","11","19","b","D","A","B","C",2
"P26","Segment 3",1414,623,2220,2500,"4","11","19","b","D","A","B","C",4
"P26","Segment 3",1361,335,2550,2763,"4","11","19","b","D","A","B","C",2
"P26","Segment 3",453,882,2857,3063,"4","11","19","b","D","A","B","C",3
"P26","Segment 3",1352,459,3147,3357,"4","11","19","b","D","A","B","C",2
"P26","Segment 3",1371,304,3400,3643,"4","11","19","b","D","A","B","C",2
"P26","Segment 3",554,135,3733,3917,"4","11","19","b","D","A","B","C",1
"P26","Segment 3",1393,406,4003,4260,"4","11","19","b","D","A","B","C",2
"P26","Segment 3",1389,318,4293,5040,"4","11","19","b","D","A","B","C",2
"P26","Segment 3",1419,826,5120,5240,"4","11","19","b","D","A","B","C",4
"P26","Segment 3",1404,599,5283,5420,"4","11","19","b","D","A","B","C",4
"P26","Segment 3",480,233,5520,5656,"4","11","19","b","D","A","B","C",1
"P26","Segment 3",1204,697,5750,5873,"4","11","19","b","D","A","B","C",4
"P26","Segment 3",594,796,5933,6120,"4","11","19","b","D","A","B","C",3
"P26","Segment 3",1397,802,6203,6356,"4","11","19","b","D","A","B","C",4
"P26","Segment 3",1422,666,6400,6636,"4","11","19","b","D","A","B","C",4
"P26","Segment 3",598,520,6733,7006,"4","11","19","b","D","A","B","C",1
"P26","Segment 3",453,837,7066,7353,"4","11","19","b","D","A","B","C",3
"P26","Segment 3",1371,416,7430,7723,"4","11","19","b","D","A","B","C",2
"P26","Segment 3",1472,723,7776,7979,"4","11","19","b","D","A","B","C",4
"P26","Segment 3",1409,696,8009,8536,"4","11","19","b","D","A","B","C",4
"P26","Segment 3",1459,760,8566,8573,"4","11","19","b","D","A","B","C",4
"P26","Segment 4",1003,552,0,222,"4","14","14","c","B","C","A","D",4
"P26","Segment 4",523,314,296,442,"4","14","14","c","B","C","A","D",1
"P26","Segment 4",459,100,496,666,"4","14","14","c","B","C","A","D",1
"P26","Segment 4",409,758,742,876,"4","14","14","c","B","C","A","D",3
"P26","Segment 4",448,677,912,1066,"4","14","14","c","B","C","A","D",3
"P26","Segment 4",1515,257,1199,1619,"4","14","14","c","B","C","A","D",2
"P26","Segment 4",1602,262,1646,1979,"4","14","14","c","B","C","A","D",2
"P26","Segment 4",1530,289,2005,2432,"4","14","14","c","B","C","A","D",2
"P26","Segment 4",505,249,2542,2689,"4","14","14","c","B","C","A","D",1
"P26","Segment 4",479,649,2925,3329,"4","14","14","c","B","C","A","D",3
"P26","Segment 4",508,495,3385,4132,"4","14","14","c","B","C","A","D",1
"P26","Segment 4",509,685,4185,4295,"4","14","14","c","B","C","A","D",3
"P26","Segment 4",1515,329,4392,4555,"4","14","14","c","B","C","A","D",2
"P26","Segment 4",1554,320,4562,4665,"4","14","14","c","B","C","A","D",2
"P26","Segment 4",503,681,4758,5008,"4","14","14","c","B","C","A","D",3
"P26","Segment 4",1539,323,5098,5292,"4","14","14","c","B","C","A","D",2
"P26","Segment 4",1673,127,5398,5658,"4","14","14","c","B","C","A","D",2
"P26","Segment 4",1531,377,5718,6252,"4","14","14","c","B","C","A","D",2
"P26","Segment 4",1037,649,6335,6532,"4","14","14","c","B","C","A","D",4
"P26","Segment 4",1463,760,6592,6712,"4","14","14","c","B","C","A","D",4
"P26","Segment 4",519,549,6811,7068,"4","14","14","c","B","C","A","D",3
"P26","Segment 4",515,155,7128,7388,"4","14","14","c","B","C","A","D",1
"P26","Segment 4",471,773,7461,7585,"4","14","14","c","B","C","A","D",3
"P26","Segment 4",1525,758,7671,7955,"4","14","14","c","B","C","A","D",4
"P26","Segment 4",1663,212,8025,8521,"4","14","14","c","B","C","A","D",2
"P26","Segment 4",1574,430,8585,8795,"4","14","14","c","B","C","A","D",2
"P26","Segment 4",1308,320,8851,9391,"4","14","14","c","B","C","A","D",2
"P26","Segment 4",1542,333,9448,9624,"4","14","14","c","B","C","A","D",2
"P26","Segment 4",1441,713,9691,10381,"4","14","14","c","B","C","A","D",4
"P26","Segment 4",1631,789,10431,10824,"4","14","14","c","B","C","A","D",4
"P26","Segment 4",1424,746,10874,10979,"4","14","14","c","B","C","A","D",4
"P26","Segment 5",979,568,0,208,"4","17","5","d","A","D","B","C",4
"P26","Segment 5",589,268,274,491,"4","17","5","d","A","D","B","C",1
"P26","Segment 5",395,225,528,851,"4","17","5","d","A","D","B","C",1
"P26","Segment 5",421,269,861,1181,"4","17","5","d","A","D","B","C",1
"P26","Segment 5",491,729,1254,1614,"4","17","5","d","A","D","B","C",3
"P26","Segment 5",1360,791,1701,1994,"4","17","5","d","A","D","B","C",4
"P26","Segment 5",1507,940,2044,2258,"4","17","5","d","A","D","B","C",4
"P26","Segment 5",1416,189,2348,2548,"4","17","5","d","A","D","B","C",2
"P26","Segment 5",639,224,2641,2854,"4","17","5","d","A","D","B","C",1
"P26","Segment 5",447,280,2907,3081,"4","17","5","d","A","D","B","C",1
"P26","Segment 5",494,822,3157,3241,"4","17","5","d","A","D","B","C",3
"P26","Segment 5",1424,304,3347,3514,"4","17","5","d","A","D","B","C",2
"P26","Segment 5",1359,196,3547,3771,"4","17","5","d","A","D","B","C",2
"P26","Segment 5",568,300,3844,4117,"4","17","5","d","A","D","B","C",1
"P26","Segment 5",490,674,4521,4904,"4","17","5","d","A","D","B","C",3
"P26","Segment 5",596,391,4967,5167,"4","17","5","d","A","D","B","C",1
"P26","Segment 5",440,307,5217,5360,"4","17","5","d","A","D","B","C",1
"P26","Segment 5",1358,287,5447,5740,"4","17","5","d","A","D","B","C",2
"P26","Segment 5",1372,911,5827,6167,"4","17","5","d","A","D","B","C",4
"P26","Segment 5",1288,852,6207,6670,"4","17","5","d","A","D","B","C",4
"P26","Segment 5",607,717,6757,6927,"4","17","5","d","A","D","B","C",3
"P26","Segment 5",1293,307,7007,7234,"4","17","5","d","A","D","B","C",2
"P26","Segment 5",508,266,7307,7690,"4","17","5","d","A","D","B","C",1
"P26","Segment 5",718,268,7737,7844,"4","17","5","d","A","D","B","C",1
"P26","Segment 5",1457,254,7937,8187,"4","17","5","d","A","D","B","C",2
"P26","Segment 5",1361,254,8293,8513,"4","17","5","d","A","D","B","C",2
"P26","Segment 5",1373,260,8593,8980,"4","17","5","d","A","D","B","C",2
"P26","Segment 5",1430,232,9060,9343,"4","17","5","d","A","D","B","C",2
"P26","Segment 5",1426,402,9390,9667,"4","17","5","d","A","D","B","C",2
"P26","Segment 6",967,399,0,210,"4","20","1","d","A","B","C","D",2
"P26","Segment 6",608,249,273,407,"4","20","1","d","A","B","C","D",1
"P26","Segment 6",342,361,473,733,"4","20","1","d","A","B","C","D",1
"P26","Segment 6",403,843,803,2113,"4","20","1","d","A","B","C","D",3
"P26","Segment 6",373,758,2153,2370,"4","20","1","d","A","B","C","D",3
"P26","Segment 6",409,253,2443,2696,"4","20","1","d","A","B","C","D",1
"P26","Segment 6",315,344,2736,2866,"4","20","1","d","A","B","C","D",1
"P26","Segment 6",1350,341,2963,3260,"4","20","1","d","A","B","C","D",2
"P26","Segment 6",337,311,3350,3790,"4","20","1","d","A","B","C","D",1
"P26","Segment 6",317,341,3800,4180,"4","20","1","d","A","B","C","D",1
"P26","Segment 6",437,370,4223,4380,"4","20","1","d","A","B","C","D",1
"P26","Segment 6",1387,365,4466,4803,"4","20","1","d","A","B","C","D",2
"P26","Segment 6",616,348,4883,5083,"4","20","1","d","A","B","C","D",1
"P26","Segment 6",1444,646,5179,5336,"4","20","1","d","A","B","C","D",4
"P26","Segment 6",1353,845,5383,5573,"4","20","1","d","A","B","C","D",4
"P26","Segment 6",348,781,5809,6053,"4","20","1","d","A","B","C","D",3
"P26","Segment 6",403,806,6079,7149,"4","20","1","d","A","B","C","D",3
"P26","Segment 6",1363,830,7243,7936,"4","20","1","d","A","B","C","D",4
"P26","Segment 6",1387,749,7976,8322,"4","20","1","d","A","B","C","D",4
"P26","Segment 6",478,823,8406,8679,"4","20","1","d","A","B","C","D",3
"P26","Segment 6",437,797,8706,9002,"4","20","1","d","A","B","C","D",3
"P26","Segment 6",650,788,9049,9356,"4","20","1","d","A","B","C","D",3
"P26","Segment 6",530,804,9396,9676,"4","20","1","d","A","B","C","D",3
"P26","Segment 7",808,335,133,273,"4","23","12","a","C","B","A","D",1
"P26","Segment 7",570,293,326,433,"4","23","12","a","C","B","A","D",1
"P26","Segment 7",381,219,483,610,"4","23","12","a","C","B","A","D",1
"P26","Segment 7",1428,330,710,923,"4","23","12","a","C","B","A","D",2
"P26","Segment 7",1278,440,966,1100,"4","23","12","a","C","B","A","D",2
"P26","Segment 7",1340,865,1160,1323,"4","23","12","a","C","B","A","D",4
"P26","Segment 7",386,849,1403,1776,"4","23","12","a","C","B","A","D",3
"P26","Segment 7",1334,401,1863,2629,"4","23","12","a","C","B","A","D",2
"P26","Segment 7",530,814,2719,3046,"4","23","12","a","C","B","A","D",3
"P26","Segment 7",370,925,3093,3239,"4","23","12","a","C","B","A","D",3
"P26","Segment 7",1376,401,3346,3736,"4","23","12","a","C","B","A","D",2
"P26","Segment 7",1264,479,3779,4339,"4","23","12","a","C","B","A","D",2
"P26","Segment 7",1001,515,4396,4786,"4","23","12","a","C","B","A","D",2
"P26","Segment 7",1385,395,4842,5229,"4","23","12","a","C","B","A","D",2
"P26","Segment 7",557,453,5332,5506,"4","23","12","a","C","B","A","D",1
"P26","Segment 7",408,431,5549,5969,"4","23","12","a","C","B","A","D",1
"P26","Segment 7",1255,678,6066,6396,"4","23","12","a","C","B","A","D",4
"P26","Segment 7",1358,778,6439,6626,"4","23","12","a","C","B","A","D",4
"P26","Segment 7",1184,613,6685,6862,"4","23","12","a","C","B","A","D",4
"P26","Segment 7",448,380,6962,7195,"4","23","12","a","C","B","A","D",1
"P26","Segment 7",1148,427,7299,7595,"4","23","12","a","C","B","A","D",2
"P26","Segment 7",1390,370,7642,7972,"4","23","12","a","C","B","A","D",2
"P26","Segment 7",1238,433,8012,8152,"4","23","12","a","C","B","A","D",2
"P26","Segment 7",409,342,8232,8669,"4","23","12","a","C","B","A","D",1
"P26","Segment 7",492,374,8695,9155,"4","23","12","a","C","B","A","D",1
"P26","Segment 8",976,597,0,19,"4","26","9","d","C","A","D","B",4
"P26","Segment 8",741,515,106,282,"4","26","9","d","C","A","D","B",1
"P26","Segment 8",614,376,342,506,"4","26","9","d","C","A","D","B",1
"P26","Segment 8",750,406,712,826,"4","26","9","d","C","A","D","B",1
"P26","Segment 8",532,948,916,1082,"4","26","9","d","C","A","D","B",3
"P26","Segment 8",702,957,1126,1476,"4","26","9","d","C","A","D","B",3
"P26","Segment 8",668,966,1496,1736,"4","26","9","d","C","A","D","B",3
"P26","Segment 8",1422,898,1812,2029,"4","26","9","d","C","A","D","B",4
"P26","Segment 8",1424,325,2096,2326,"4","26","9","d","C","A","D","B",2
"P26","Segment 8",1419,421,2359,2722,"4","26","9","d","C","A","D","B",2
"P26","Segment 8",1375,210,2779,3232,"4","26","9","d","C","A","D","B",2
"P26","Segment 8",1506,576,3312,3439,"4","26","9","d","C","A","D","B",4
"P26","Segment 8",1586,503,3479,3815,"4","26","9","d","C","A","D","B",2
"P26","Segment 8",1368,467,3865,4982,"4","26","9","d","C","A","D","B",2
"P26","Segment 8",1230,681,5038,5165,"4","26","9","d","C","A","D","B",4
"P26","Segment 8",699,451,5238,5475,"4","26","9","d","C","A","D","B",1
"P26","Segment 8",1388,290,5548,5715,"4","26","9","d","C","A","D","B",2
"P26","Segment 8",578,456,5795,5988,"4","26","9","d","C","A","D","B",1
"P26","Segment 8",725,485,6028,6335,"4","26","9","d","C","A","D","B",1
"P26","Segment 8",566,656,6402,6648,"4","26","9","d","C","A","D","B",3
"P26","Segment 8",740,518,6702,6962,"4","26","9","d","C","A","D","B",1
"P26","Segment 8",1300,668,7045,7185,"4","26","9","d","C","A","D","B",4
"P26","Segment 8",568,880,7262,7772,"4","26","9","d","C","A","D","B",3
"P26","Segment 8",456,755,7818,8068,"4","26","9","d","C","A","D","B",3
"P26","Segment 8",679,464,8128,8405,"4","26","9","d","C","A","D","B",1
"P26","Segment 8",486,916,8475,8738,"4","26","9","d","C","A","D","B",3
"P26","Segment 8",700,525,8805,9111,"4","26","9","d","C","A","D","B",1
"P26","Segment 8",551,451,9158,9555,"4","26","9","d","C","A","D","B",1
"P26","Segment 8",469,844,9621,9878,"4","26","9","d","C","A","D","B",3
"P26","Segment 8",628,872,9925,10111,"4","26","9","d","C","A","D","B",3
"P26","Segment 8",539,788,10151,10288,"4","26","9","d","C","A","D","B",3
"P26","Segment 9",804,247,0,0,"4","29","24","a","D","C","B","A",1
"P26","Segment 9",880,207,42,278,"4","29","24","a","D","C","B","A",1
"P26","Segment 9",442,319,342,818,"4","29","24","a","D","C","B","A",1
"P26","Segment 9",326,800,888,1015,"4","29","24","a","D","C","B","A",3
"P26","Segment 9",326,715,1048,1498,"4","29","24","a","D","C","B","A",3
"P26","Segment 9",537,664,1548,1961,"4","29","24","a","D","C","B","A",3
"P26","Segment 9",1345,381,2048,2378,"4","29","24","a","D","C","B","A",2
"P26","Segment 9",1264,473,2421,2538,"4","29","24","a","D","C","B","A",2
"P26","Segment 9",1310,581,2581,2698,"4","29","24","a","D","C","B","A",4
"P26","Segment 9",1330,289,2765,2978,"4","29","24","a","D","C","B","A",2
"P26","Segment 9",492,311,3081,3408,"4","29","24","a","D","C","B","A",1
"P26","Segment 9",1275,387,3494,3911,"4","29","24","a","D","C","B","A",2
"P26","Segment 9",503,367,4008,4421,"4","29","24","a","D","C","B","A",1
"P26","Segment 9",1255,396,4508,4814,"4","29","24","a","D","C","B","A",2
"P26","Segment 9",1192,373,4848,4948,"4","29","24","a","D","C","B","A",2
"P26","Segment 9",1380,347,4994,5184,"4","29","24","a","D","C","B","A",2
"P26","Segment 9",1328,799,5244,5394,"4","29","24","a","D","C","B","A",4
"P26","Segment 9",507,783,5474,5778,"4","29","24","a","D","C","B","A",3
"P26","Segment 9",1291,786,5851,6087,"4","29","24","a","D","C","B","A",4
"P26","Segment 9",1439,786,6131,6357,"4","29","24","a","D","C","B","A",4
"P26","Segment 9",1250,655,6407,6957,"4","29","24","a","D","C","B","A",4
"P26","Segment 9",1054,563,7017,7574,"4","29","24","a","D","C","B","A",4
"P26","Segment 9",1382,768,7637,7947,"4","29","24","a","D","C","B","A",4
"P26","Segment 9",1425,803,7967,7983,"4","29","24","a","D","C","B","A",4
"P32","Segment 1",545,208,591,657,"1","3","6","d","A","D","C","B",1
"P32","Segment 1",518,144,957,1054,"1","3","6","d","A","D","C","B",1
"P32","Segment 1",421,116,1094,1257,"1","3","6","d","A","D","C","B",1
"P32","Segment 1",1304,565,1334,1447,"1","3","6","d","A","D","C","B",4
"P32","Segment 1",1389,636,1474,1774,"1","3","6","d","A","D","C","B",4
"P32","Segment 1",1341,661,1797,2090,"1","3","6","d","A","D","C","B",4
"P32","Segment 1",473,747,2204,2280,"1","3","6","d","A","D","C","B",3
"P32","Segment 1",339,702,2314,2474,"1","3","6","d","A","D","C","B",3
"P32","Segment 1",448,172,2580,2704,"1","3","6","d","A","D","C","B",1
"P32","Segment 1",377,110,2730,2907,"1","3","6","d","A","D","C","B",1
"P32","Segment 1",384,98,2914,3334,"1","3","6","d","A","D","C","B",1
"P32","Segment 1",355,827,3400,3550,"1","3","6","d","A","D","C","B",3
"P32","Segment 1",317,700,3637,3904,"1","3","6","d","A","D","C","B",3
"P32","Segment 1",598,368,3957,4210,"1","3","6","d","A","D","C","B",1
"P32","Segment 1",624,352,4243,4853,"1","3","6","d","A","D","C","B",1
"P32","Segment 1",636,374,4860,4997,"1","3","6","d","A","D","C","B",1
"P32","Segment 1",1318,705,5077,5237,"1","3","6","d","A","D","C","B",4
"P32","Segment 1",1275,663,5327,5473,"1","3","6","d","A","D","C","B",4
"P32","Segment 1",786,633,5523,5750,"1","3","6","d","A","D","C","B",3
"P32","Segment 1",678,781,5803,6290,"1","3","6","d","A","D","C","B",3
"P32","Segment 1",339,689,6343,6547,"1","3","6","d","A","D","C","B",3
"P32","Segment 1",295,676,6770,7020,"1","3","6","d","A","D","C","B",3
"P32","Segment 1",1263,212,7113,7280,"1","3","6","d","A","D","C","B",2
"P32","Segment 1",1269,158,7313,7533,"1","3","6","d","A","D","C","B",2
"P32","Segment 1",1232,160,7540,8190,"1","3","6","d","A","D","C","B",2
"P32","Segment 1",1019,531,8250,8373,"1","3","6","d","A","D","C","B",2
"P32","Segment 1",978,538,8396,8643,"1","3","6","d","A","D","C","B",2
"P32","Segment 1",1420,638,8700,8883,"1","3","6","d","A","D","C","B",4
"P32","Segment 1",1392,621,8899,9099,"1","3","6","d","A","D","C","B",4
"P32","Segment 1",1361,614,9116,9916,"1","3","6","d","A","D","C","B",4
"P32","Segment 1",1397,609,9926,10069,"1","3","6","d","A","D","C","B",4
"P32","Segment 1",1431,604,10079,10229,"1","3","6","d","A","D","C","B",4
"P32","Segment 1",456,740,10316,10416,"1","3","6","d","A","D","C","B",3
"P32","Segment 1",332,687,10456,11219,"1","3","6","d","A","D","C","B",3
"P32","Segment 1",446,664,11262,11422,"1","3","6","d","A","D","C","B",3
"P32","Segment 1",1327,177,11532,11682,"1","3","6","d","A","D","C","B",2
"P32","Segment 1",1256,209,11742,12636,"1","3","6","d","A","D","C","B",2
"P32","Segment 1",1259,173,12642,12972,"1","3","6","d","A","D","C","B",2
"P32","Segment 1",1323,170,13039,13226,"1","3","6","d","A","D","C","B",2
"P32","Segment 1",452,63,13309,13432,"1","3","6","d","A","D","C","B",1
"P32","Segment 1",396,68,13459,13578,"1","3","6","d","A","D","C","B",1
"P32","Segment 10",981,595,0,269,"1","26","23","c","D","C","A","B",4
"P32","Segment 10",575,357,419,506,"1","26","23","c","D","C","A","B",1
"P32","Segment 10",938,633,842,939,"1","26","23","c","D","C","A","B",3
"P32","Segment 10",903,658,1002,1092,"1","26","23","c","D","C","A","B",3
"P32","Segment 10",945,679,1116,1469,"1","26","23","c","D","C","A","B",3
"P32","Segment 10",1323,646,1549,1756,"1","26","23","c","D","C","A","B",4
"P32","Segment 10",1504,317,1809,1892,"1","26","23","c","D","C","A","B",2
"P32","Segment 10",1276,182,1996,2236,"1","26","23","c","D","C","A","B",2
"P32","Segment 10",1289,199,3642,4422,"1","26","23","c","D","C","A","B",2
"P32","Segment 10",1356,244,4462,4728,"1","26","23","c","D","C","A","B",2
"P32","Segment 10",1375,770,4888,4975,"1","26","23","c","D","C","A","B",4
"P32","Segment 10",1330,778,5088,5492,"1","26","23","c","D","C","A","B",4
"P32","Segment 10",518,829,5662,5835,"1","26","23","c","D","C","A","B",3
"P32","Segment 10",491,266,5955,6012,"1","26","23","c","D","C","A","B",1
"P32","Segment 10",417,103,6105,6315,"1","26","23","c","D","C","A","B",1
"P32","Segment 10",424,787,6378,6672,"1","26","23","c","D","C","A","B",3
"P32","Segment 10",631,954,6732,6988,"1","26","23","c","D","C","A","B",3
"P32","Segment 10",557,331,7112,7365,"1","26","23","c","D","C","A","B",1
"P32","Segment 10",466,139,7415,7725,"1","26","23","c","D","C","A","B",1
"P32","Segment 10",591,329,7805,8528,"1","26","23","c","D","C","A","B",1
"P32","Segment 11",440,877,774,871,"1","29","13","a","B","C","D","A",3
"P32","Segment 11",392,883,894,1044,"1","29","13","a","B","C","D","A",3
"P32","Segment 11",1254,433,1167,1271,"1","29","13","a","B","C","D","A",2
"P32","Segment 11",1355,359,1301,1417,"1","29","13","a","B","C","D","A",2
"P32","Segment 11",1344,390,1441,1627,"1","29","13","a","B","C","D","A",2
"P32","Segment 11",1208,441,1871,2484,"1","29","13","a","B","C","D","A",2
"P32","Segment 11",1342,930,2544,2700,"1","29","13","a","B","C","D","A",4
"P32","Segment 11",1337,847,2760,2937,"1","29","13","a","B","C","D","A",4
"P32","Segment 11",1342,867,3004,3214,"1","29","13","a","B","C","D","A",4
"P32","Segment 11",1435,794,3247,3380,"1","29","13","a","B","C","D","A",4
"P32","Segment 11",1358,816,3467,3604,"1","29","13","a","B","C","D","A",4
"P32","Segment 11",1379,767,3617,4040,"1","29","13","a","B","C","D","A",4
"P32","Segment 11",1366,803,4047,4357,"1","29","13","a","B","C","D","A",4
"P32","Segment 11",1375,779,4430,4940,"1","29","13","a","B","C","D","A",4
"P32","Segment 11",1397,753,4947,5020,"1","29","13","a","B","C","D","A",4
"P32","Segment 11",1349,290,5280,5350,"1","29","13","a","B","C","D","A",2
"P32","Segment 11",1295,343,5377,5543,"1","29","13","a","B","C","D","A",2
"P32","Segment 11",507,809,5620,5773,"1","29","13","a","B","C","D","A",3
"P32","Segment 11",376,890,5807,6097,"1","29","13","a","B","C","D","A",3
"P32","Segment 11",1297,380,6183,7863,"1","29","13","a","B","C","D","A",2
"P32","Segment 11",1333,352,8063,8196,"1","29","13","a","B","C","D","A",2
"P32","Segment 12",1249,680,1392,1469,"1","34","12","b","C","B","A","D",4
"P32","Segment 12",566,792,1615,1725,"1","34","12","b","C","B","A","D",3
"P32","Segment 12",394,882,1759,2428,"1","34","12","b","C","B","A","D",3
"P32","Segment 12",394,343,2538,2622,"1","34","12","b","C","B","A","D",1
"P32","Segment 12",354,234,2682,2808,"1","34","12","b","C","B","A","D",1
"P32","Segment 12",340,207,2835,2955,"1","34","12","b","C","B","A","D",1
"P32","Segment 12",383,245,2982,3185,"1","34","12","b","C","B","A","D",1
"P32","Segment 12",1422,410,3328,3392,"1","34","12","b","C","B","A","D",2
"P32","Segment 12",1305,373,3482,3598,"1","34","12","b","C","B","A","D",2
"P32","Segment 12",1288,400,3605,3685,"1","34","12","b","C","B","A","D",2
"P32","Segment 12",1248,434,3708,3788,"1","34","12","b","C","B","A","D",2
"P32","Segment 12",1276,391,3795,3872,"1","34","12","b","C","B","A","D",2
"P32","Segment 12",1312,316,3885,3948,"1","34","12","b","C","B","A","D",2
"P32","Segment 12",1274,406,4052,4275,"1","34","12","b","C","B","A","D",2
"P32","Segment 12",1298,840,4342,4518,"1","34","12","b","C","B","A","D",4
"P32","Segment 12",560,832,4588,4748,"1","34","12","b","C","B","A","D",3
"P32","Segment 12",441,876,4781,5025,"1","34","12","b","C","B","A","D",3
"P32","Segment 12",360,231,5111,5328,"1","34","12","b","C","B","A","D",1
"P32","Segment 12",734,702,5388,5538,"1","34","12","b","C","B","A","D",3
"P32","Segment 12",1339,803,5611,5898,"1","34","12","b","C","B","A","D",4
"P32","Segment 12",1344,743,5931,6045,"1","34","12","b","C","B","A","D",4
"P32","Segment 12",1313,770,6058,6461,"1","34","12","b","C","B","A","D",4
"P32","Segment 12",492,270,6578,6731,"1","34","12","b","C","B","A","D",1
"P32","Segment 12",506,297,6741,6861,"1","34","12","b","C","B","A","D",1
"P32","Segment 12",491,269,6891,7114,"1","34","12","b","C","B","A","D",1
"P32","Segment 12",706,410,7241,7664,"1","34","12","b","C","B","A","D",1
"P32","Segment 12",712,453,7701,7801,"1","34","12","b","C","B","A","D",1
"P32","Segment 12",502,335,7871,8094,"1","34","12","b","C","B","A","D",1
"P32","Segment 13",969,562,0,318,"1","37","19","c","D","A","B","C",4
"P32","Segment 13",689,469,381,694,"1","37","19","c","D","A","B","C",1
"P32","Segment 13",1394,573,1594,1741,"1","37","19","c","D","A","B","C",4
"P32","Segment 13",1414,625,1771,1844,"1","37","19","c","D","A","B","C",4
"P32","Segment 13",1406,574,2121,2184,"1","37","19","c","D","A","B","C",4
"P32","Segment 13",1388,454,2331,2397,"1","37","19","c","D","A","B","C",2
"P32","Segment 13",1395,339,2464,2674,"1","37","19","c","D","A","B","C",2
"P32","Segment 13",1364,262,2784,2914,"1","37","19","c","D","A","B","C",2
"P32","Segment 13",1295,258,3007,3284,"1","37","19","c","D","A","B","C",2
"P32","Segment 13",1407,377,3384,3451,"1","37","19","c","D","A","B","C",2
"P32","Segment 13",1275,251,4884,4994,"1","37","19","c","D","A","B","C",2
"P32","Segment 13",1377,377,5230,5640,"1","37","19","c","D","A","B","C",2
"P32","Segment 13",652,785,5737,5880,"1","37","19","c","D","A","B","C",3
"P32","Segment 13",1405,735,5954,6040,"1","37","19","c","D","A","B","C",4
"P32","Segment 13",1377,740,6047,6137,"1","37","19","c","D","A","B","C",4
"P32","Segment 13",1408,688,6154,6337,"1","37","19","c","D","A","B","C",4
"P32","Segment 13",423,250,6420,6557,"1","37","19","c","D","A","B","C",1
"P32","Segment 13",394,112,6587,6994,"1","37","19","c","D","A","B","C",1
"P32","Segment 13",408,88,7000,7680,"1","37","19","c","D","A","B","C",1
"P32","Segment 13",827,434,7770,8020,"1","37","19","c","D","A","B","C",1
"P32","Segment 13",939,602,8120,8243,"1","37","19","c","D","A","B","C",3
"P32","Segment 13",529,475,8300,8360,"1","37","19","c","D","A","B","C",1
"P32","Segment 13",556,500,8383,8563,"1","37","19","c","D","A","B","C",1
"P32","Segment 13",537,458,8580,8683,"1","37","19","c","D","A","B","C",1
"P32","Segment 13",561,425,8700,8727,"1","37","19","c","D","A","B","C",1
"P32","Segment 14",991,530,247,331,"1","40","5","a","A","D","B","C",2
"P32","Segment 14",640,383,394,524,"1","40","5","a","A","D","B","C",1
"P32","Segment 14",399,277,657,797,"1","40","5","a","A","D","B","C",1
"P32","Segment 14",619,292,847,947,"1","40","5","a","A","D","B","C",1
"P32","Segment 14",1135,614,1120,1290,"1","40","5","a","A","D","B","C",4
"P32","Segment 14",471,802,1797,1877,"1","40","5","a","A","D","B","C",3
"P32","Segment 14",496,776,1924,2077,"1","40","5","a","A","D","B","C",3
"P32","Segment 14",485,469,2207,2300,"1","40","5","a","A","D","B","C",1
"P32","Segment 14",598,221,2620,2924,"1","40","5","a","A","D","B","C",1
"P32","Segment 14",387,236,3027,3304,"1","40","5","a","A","D","B","C",1
"P32","Segment 14",533,750,3397,3960,"1","40","5","a","A","D","B","C",3
"P32","Segment 14",1295,305,4157,4317,"1","40","5","a","A","D","B","C",2
"P32","Segment 14",1375,158,4383,4543,"1","40","5","a","A","D","B","C",2
