"ParticipantName","SegmentName","FixationPointX","FixationPointY","GazeStart","GazeEnd","hoge","piyo","ItemNo","Condition","AOI1","AOI2","AOI3","AOI4","AOI"
"P12","Segment 4",251,217,5759,6003,"3","12","8","d","C","D","B","A",1
"P12","Segment 4",1316,239,6083,6306,"3","12","8","d","C","D","B","A",2
"P12","Segment 4",1243,264,6333,7349,"3","12","8","d","C","D","B","A",2
"P12","Segment 4",410,703,7429,7593,"3","12","8","d","C","D","B","A",3
"P12","Segment 4",334,669,7623,8082,"3","12","8","d","C","D","B","A",3
"P12","Segment 4",908,430,8282,8382,"3","12","8","d","C","D","B","A",1
"P12","Segment 4",1269,233,8439,8756,"3","12","8","d","C","D","B","A",2
"P12","Segment 4",312,210,8839,9069,"3","12","8","d","C","D","B","A",1
"P12","Segment 4",1252,254,9149,9349,"3","12","8","d","C","D","B","A",2
"P12","Segment 4",260,246,9429,9448,"3","12","8","d","C","D","B","A",1
"P12","Segment 5",980,312,0,320,"3","14","6","b","A","D","C","B",2
"P12","Segment 5",342,121,407,544,"3","14","6","b","A","D","C","B",1
"P12","Segment 5",305,42,577,820,"3","14","6","b","A","D","C","B",1
"P12","Segment 5",415,36,853,990,"3","14","6","b","A","D","C","B",1
"P12","Segment 5",1175,161,1070,1327,"3","14","6","b","A","D","C","B",2
"P12","Segment 5",433,89,1497,1663,"3","14","6","b","A","D","C","B",1
"P12","Segment 5",305,50,1697,2410,"3","14","6","b","A","D","C","B",1
"P12","Segment 5",1161,216,2603,2933,"3","14","6","b","A","D","C","B",2
"P12","Segment 5",299,65,3017,3283,"3","14","6","b","A","D","C","B",1
"P12","Segment 5",1342,638,3387,3770,"3","14","6","b","A","D","C","B",4
"P12","Segment 5",361,34,3860,4070,"3","14","6","b","A","D","C","B",1
"P12","Segment 5",313,26,4090,4663,"3","14","6","b","A","D","C","B",1
"P12","Segment 5",1346,686,4763,5016,"3","14","6","b","A","D","C","B",4
"P12","Segment 5",1335,655,5033,5310,"3","14","6","b","A","D","C","B",4
"P12","Segment 5",1231,207,5366,5546,"3","14","6","b","A","D","C","B",2
"P12","Segment 5",236,762,5636,5826,"3","14","6","b","A","D","C","B",3
"P12","Segment 5",213,708,5853,6749,"3","14","6","b","A","D","C","B",3
"P12","Segment 5",1303,663,6843,6923,"3","14","6","b","A","D","C","B",4
"P12","Segment 5",1360,651,7079,7273,"3","14","6","b","A","D","C","B",4
"P12","Segment 5",1174,179,7333,7723,"3","14","6","b","A","D","C","B",2
"P12","Segment 5",193,718,7816,8349,"3","14","6","b","A","D","C","B",3
"P12","Segment 5",535,779,8403,8743,"3","14","6","b","A","D","C","B",3
"P12","Segment 5",424,799,8772,8930,"3","14","6","b","A","D","C","B",3
"P12","Segment 6",875,238,10,343,"3","16","3","a","A","C","B","D",1
"P12","Segment 6",359,109,580,717,"3","16","3","a","A","C","B","D",1
"P12","Segment 6",304,85,743,950,"3","16","3","a","A","C","B","D",1
"P12","Segment 6",1220,189,1033,1330,"3","16","3","a","A","C","B","D",2
"P12","Segment 6",1204,248,1550,1683,"3","16","3","a","A","C","B","D",2
"P12","Segment 6",1279,674,2216,2367,"3","16","3","a","A","C","B","D",4
"P12","Segment 6",344,721,2643,2763,"3","16","3","a","A","C","B","D",3
"P12","Segment 6",340,640,2793,2990,"3","16","3","a","A","C","B","D",3
"P12","Segment 6",328,119,3046,3140,"3","16","3","a","A","C","B","D",1
"P12","Segment 6",350,116,3330,3670,"3","16","3","a","A","C","B","D",1
"P12","Segment 6",329,90,3683,3913,"3","16","3","a","A","C","B","D",1
"P12","Segment 6",343,138,3940,4063,"3","16","3","a","A","C","B","D",1
"P12","Segment 6",122,146,4243,4300,"3","16","3","a","A","C","B","D",1
"P12","Segment 6",103,156,4306,4370,"3","16","3","a","A","C","B","D",1
"P12","Segment 6",128,95,4593,4900,"3","16","3","a","A","C","B","D",1
"P12","Segment 6",370,90,4953,5099,"3","16","3","a","A","C","B","D",1
"P12","Segment 6",561,116,5249,5346,"3","16","3","a","A","C","B","D",1
"P12","Segment 6",1524,142,5436,5613,"3","16","3","a","A","C","B","D",2
"P12","Segment 6",1281,204,5639,6579,"3","16","3","a","A","C","B","D",2
"P12","Segment 6",1216,681,6643,6846,"3","16","3","a","A","C","B","D",4
"P12","Segment 6",344,625,7339,7542,"3","16","3","a","A","C","B","D",3
"P12","Segment 6",1168,183,7622,8276,"3","16","3","a","A","C","B","D",2
"P12","Segment 6",1280,167,8306,8566,"3","16","3","a","A","C","B","D",2
"P12","Segment 6",1247,161,8586,8689,"3","16","3","a","A","C","B","D",2
"P12","Segment 7",921,134,0,229,"3","18","16","d","B","D","A","C",1
"P12","Segment 7",1390,245,485,705,"3","18","16","d","B","D","A","C",2
"P12","Segment 7",1386,173,732,895,"3","18","16","d","B","D","A","C",2
"P12","Segment 7",465,231,979,1235,"3","18","16","d","B","D","A","C",1
"P12","Segment 7",446,866,1305,1428,"3","18","16","d","B","D","A","C",3
"P12","Segment 7",426,787,1455,1598,"3","18","16","d","B","D","A","C",3
"P12","Segment 7",1437,740,1828,1998,"3","18","16","d","B","D","A","C",4
"P12","Segment 7",1399,698,2022,2338,"3","18","16","d","B","D","A","C",4
"P12","Segment 7",1436,709,2358,2935,"3","18","16","d","B","D","A","C",4
"P12","Segment 7",1386,182,3002,3172,"3","18","16","d","B","D","A","C",2
"P12","Segment 7",411,248,3252,3515,"3","18","16","d","B","D","A","C",1
"P12","Segment 7",459,862,3582,3732,"3","18","16","d","B","D","A","C",3
"P12","Segment 7",431,802,3762,4465,"3","18","16","d","B","D","A","C",3
"P12","Segment 7",554,725,4501,4815,"3","18","16","d","B","D","A","C",3
"P12","Segment 7",443,768,5075,5235,"3","18","16","d","B","D","A","C",3
"P12","Segment 7",1356,768,5318,5468,"3","18","16","d","B","D","A","C",4
"P12","Segment 7",1450,694,5501,5685,"3","18","16","d","B","D","A","C",4
"P12","Segment 7",1384,147,5738,6221,"3","18","16","d","B","D","A","C",2
"P12","Segment 7",456,726,6318,6591,"3","18","16","d","B","D","A","C",3
"P12","Segment 7",472,193,6648,6811,"3","18","16","d","B","D","A","C",1
"P12","Segment 7",434,261,6838,7844,"3","18","16","d","B","D","A","C",1
"P12","Segment 7",1292,221,7928,8094,"3","18","16","d","B","D","A","C",2
"P12","Segment 7",1422,227,8284,8478,"3","18","16","d","B","D","A","C",2
"P12","Segment 7",1390,189,8504,8708,"3","18","16","d","B","D","A","C",2
"P12","Segment 8",829,279,0,115,"3","21","7","a","C","D","A","B",1
"P12","Segment 8",1095,291,165,418,"3","21","7","a","C","D","A","B",2
"P12","Segment 8",398,274,618,798,"3","21","7","a","C","D","A","B",1
"P12","Segment 8",337,293,825,2335,"3","21","7","a","C","D","A","B",1
"P12","Segment 8",386,404,2528,2635,"3","21","7","a","C","D","A","B",1
"P12","Segment 8",1307,347,2718,2875,"3","21","7","a","C","D","A","B",2
"P12","Segment 8",766,658,2938,3004,"3","21","7","a","C","D","A","B",3
"P12","Segment 8",397,709,3058,3244,"3","21","7","a","C","D","A","B",3
"P12","Segment 8",392,670,3268,3418,"3","21","7","a","C","D","A","B",3
"P12","Segment 8",1346,671,3498,3841,"3","21","7","a","C","D","A","B",4
"P12","Segment 8",1320,644,4031,4271,"3","21","7","a","C","D","A","B",4
"P12","Segment 8",378,652,4351,4688,"3","21","7","a","C","D","A","B",3
"P12","Segment 8",439,640,4714,5038,"3","21","7","a","C","D","A","B",3
"P12","Segment 8",1318,665,5117,5231,"3","21","7","a","C","D","A","B",4
"P12","Segment 8",1338,339,5281,5401,"3","21","7","a","C","D","A","B",2
"P12","Segment 8",313,288,5484,5837,"3","21","7","a","C","D","A","B",1
"P12","Segment 8",433,286,5867,6017,"3","21","7","a","C","D","A","B",1
"P12","Segment 8",1375,688,6294,6411,"3","21","7","a","C","D","A","B",4
"P12","Segment 8",1324,666,6434,6644,"3","21","7","a","C","D","A","B",4
"P12","Segment 8",1278,309,6697,6921,"3","21","7","a","C","D","A","B",2
"P12","Segment 8",332,287,7001,8577,"3","21","7","a","C","D","A","B",1
"P12","Segment 9",927,357,0,335,"3","23","10","b","C","A","B","D",1
"P12","Segment 9",420,238,538,722,"3","23","10","b","C","A","B","D",1
"P12","Segment 9",1054,244,975,1095,"3","23","10","b","C","A","B","D",2
"P12","Segment 9",1461,736,1668,1731,"3","23","10","b","C","A","B","D",4
"P12","Segment 9",1382,856,1765,1878,"3","23","10","b","C","A","B","D",4
"P12","Segment 9",414,802,1958,2195,"3","23","10","b","C","A","B","D",3
"P12","Segment 9",421,760,2215,3108,"3","23","10","b","C","A","B","D",3
"P12","Segment 9",399,728,3418,3645,"3","23","10","b","C","A","B","D",3
"P12","Segment 9",448,275,3704,3845,"3","23","10","b","C","A","B","D",1
"P12","Segment 9",1336,235,3924,4168,"3","23","10","b","C","A","B","D",2
"P12","Segment 9",1291,198,4194,4424,"3","23","10","b","C","A","B","D",2
"P12","Segment 9",1558,377,4468,4698,"3","23","10","b","C","A","B","D",2
"P12","Segment 9",550,337,4781,5054,"3","23","10","b","C","A","B","D",1
"P12","Segment 9",421,252,5091,5418,"3","23","10","b","C","A","B","D",1
"P12","Segment 9",556,309,5454,5531,"3","23","10","b","C","A","B","D",1
"P12","Segment 9",548,367,5731,6188,"3","23","10","b","C","A","B","D",1
"P12","Segment 9",1206,664,6261,6441,"3","23","10","b","C","A","B","D",4
"P12","Segment 9",1398,831,6477,6667,"3","23","10","b","C","A","B","D",4
"P12","Segment 9",388,769,6751,6951,"3","23","10","b","C","A","B","D",3
"P12","Segment 9",488,237,7011,7957,"3","23","10","b","C","A","B","D",1
"P12","Segment 9",416,251,7984,8453,"3","23","10","b","C","A","B","D",1
"P13","Segment 1",1017,559,149,219,"4","3","16","a","B","D","A","C",4
"P13","Segment 1",1503,361,285,452,"4","3","16","a","B","D","A","C",2
"P13","Segment 1",1518,219,515,625,"4","3","16","a","B","D","A","C",2
"P13","Segment 1",1536,734,689,925,"4","3","16","a","B","D","A","C",4
"P13","Segment 1",501,254,1062,1388,"4","3","16","a","B","D","A","C",1
"P13","Segment 1",1392,265,1482,1545,"4","3","16","a","B","D","A","C",2
"P13","Segment 1",1386,303,1555,1985,"4","3","16","a","B","D","A","C",2
"P13","Segment 1",1471,450,2025,2082,"4","3","16","a","B","D","A","C",2
"P13","Segment 1",1457,474,2088,2165,"4","3","16","a","B","D","A","C",2
"P13","Segment 1",1468,403,2222,2312,"4","3","16","a","B","D","A","C",2
"P13","Segment 1",1490,374,2335,2428,"4","3","16","a","B","D","A","C",2
"P13","Segment 1",1531,192,2478,2622,"4","3","16","a","B","D","A","C",2
"P13","Segment 1",549,370,2712,3088,"4","3","16","a","B","D","A","C",1
"P13","Segment 1",492,352,3112,3248,"4","3","16","a","B","D","A","C",1
"P13","Segment 1",497,377,3262,3345,"4","3","16","a","B","D","A","C",1
"P13","Segment 1",501,343,3352,3435,"4","3","16","a","B","D","A","C",1
"P13","Segment 1",493,798,3628,3712,"4","3","16","a","B","D","A","C",3
"P13","Segment 1",530,793,3732,3851,"4","3","16","a","B","D","A","C",3
"P13","Segment 1",490,809,3875,4038,"4","3","16","a","B","D","A","C",3
"P13","Segment 1",505,236,4105,4331,"4","3","16","a","B","D","A","C",1
"P13","Segment 1",521,262,4338,4431,"4","3","16","a","B","D","A","C",1
"P13","Segment 1",547,775,4505,4835,"4","3","16","a","B","D","A","C",3
"P13","Segment 1",611,746,4865,5071,"4","3","16","a","B","D","A","C",3
"P13","Segment 1",545,354,5135,5381,"4","3","16","a","B","D","A","C",1
"P13","Segment 1",531,290,5411,5601,"4","3","16","a","B","D","A","C",1
"P13","Segment 1",521,296,5771,5908,"4","3","16","a","B","D","A","C",1
"P13","Segment 1",1491,254,6028,6231,"4","3","16","a","B","D","A","C",2
"P13","Segment 1",1476,712,6298,6508,"4","3","16","a","B","D","A","C",4
"P13","Segment 1",1532,663,6531,7271,"4","3","16","a","B","D","A","C",4
"P13","Segment 1",572,813,7344,7501,"4","3","16","a","B","D","A","C",3
"P13","Segment 1",509,811,7528,7591,"4","3","16","a","B","D","A","C",3
"P13","Segment 1",507,238,7651,7898,"4","3","16","a","B","D","A","C",1
"P13","Segment 1",495,262,7911,8078,"4","3","16","a","B","D","A","C",1
"P13","Segment 1",1553,829,8168,8301,"4","3","16","a","B","D","A","C",4
"P13","Segment 1",1507,691,8331,9357,"4","3","16","a","B","D","A","C",4
"P13","Segment 1",1480,708,9374,9921,"4","3","16","a","B","D","A","C",4
"P13","Segment 1",485,337,10037,10177,"4","3","16","a","B","D","A","C",1
"P13","Segment 1",485,282,10201,10477,"4","3","16","a","B","D","A","C",1
"P13","Segment 1",1462,750,10561,10937,"4","3","16","a","B","D","A","C",4
"P13","Segment 1",1503,686,10961,11171,"4","3","16","a","B","D","A","C",4
"P13","Segment 10",842,383,156,253,"4","32","15","b","B","D","C","A",1
"P13","Segment 10",417,205,313,513,"4","32","15","b","B","D","C","A",1
"P13","Segment 10",312,159,546,616,"4","32","15","b","B","D","C","A",1
"P13","Segment 10",415,711,673,849,"4","32","15","b","B","D","C","A",3
"P13","Segment 10",361,675,876,1016,"4","32","15","b","B","D","C","A",3
"P13","Segment 10",1368,723,1093,1356,"4","32","15","b","B","D","C","A",4
"P13","Segment 10",1448,168,1476,1683,"4","32","15","b","B","D","C","A",2
"P13","Segment 10",1420,143,1709,1999,"4","32","15","b","B","D","C","A",2
"P13","Segment 10",1402,169,2016,2146,"4","32","15","b","B","D","C","A",2
"P13","Segment 10",410,633,2313,2422,"4","32","15","b","B","D","C","A",3
"P13","Segment 10",376,649,2442,2546,"4","32","15","b","B","D","C","A",3
"P13","Segment 10",341,183,2676,2849,"4","32","15","b","B","D","C","A",1
"P13","Segment 10",1400,747,2936,3149,"4","32","15","b","B","D","C","A",4
"P13","Segment 10",1343,716,3176,3402,"4","32","15","b","B","D","C","A",4
"P13","Segment 10",1346,617,3676,3779,"4","32","15","b","B","D","C","A",4
"P13","Segment 10",1288,634,3802,3986,"4","32","15","b","B","D","C","A",4
"P13","Segment 10",1086,618,4242,4522,"4","32","15","b","B","D","C","A",4
"P13","Segment 10",985,539,4566,4789,"4","32","15","b","B","D","C","A",2
"P13","Segment 10",712,428,4846,5525,"4","32","15","b","B","D","C","A",1
"P13","Segment 10",414,672,5712,5869,"4","32","15","b","B","D","C","A",3
"P13","Segment 10",364,647,5892,6035,"4","32","15","b","B","D","C","A",3
"P13","Segment 10",1127,423,6162,6572,"4","32","15","b","B","D","C","A",2
"P13","Segment 10",314,645,6649,6922,"4","32","15","b","B","D","C","A",3
"P13","Segment 10",372,643,6945,7115,"4","32","15","b","B","D","C","A",3
"P13","Segment 10",551,425,7172,7405,"4","32","15","b","B","D","C","A",1
"P13","Segment 10",1318,263,7498,7778,"4","32","15","b","B","D","C","A",2
"P13","Segment 10",1385,216,7808,8255,"4","32","15","b","B","D","C","A",2
"P13","Segment 10",1367,668,8322,8692,"4","32","15","b","B","D","C","A",4
"P13","Segment 10",1370,710,8712,8872,"4","32","15","b","B","D","C","A",4
"P13","Segment 10",327,165,8985,9132,"4","32","15","b","B","D","C","A",1
"P13","Segment 10",263,139,9162,9565,"4","32","15","b","B","D","C","A",1
"P13","Segment 10",331,672,9861,10251,"4","32","15","b","B","D","C","A",3
"P13","Segment 10",369,682,10271,10528,"4","32","15","b","B","D","C","A",3
"P13","Segment 10",344,659,10545,10765,"4","32","15","b","B","D","C","A",3
"P13","Segment 10",275,650,10791,11031,"4","32","15","b","B","D","C","A",3
"P13","Segment 10",347,656,11058,11311,"4","32","15","b","B","D","C","A",3
"P13","Segment 10",414,656,11335,11845,"4","32","15","b","B","D","C","A",3
"P13","Segment 10",314,193,11925,12105,"4","32","15","b","B","D","C","A",1
"P13","Segment 10",269,142,12128,12308,"4","32","15","b","B","D","C","A",1
"P13","Segment 10",386,711,12378,12811,"4","32","15","b","B","D","C","A",3
"P13","Segment 10",371,677,12831,12901,"4","32","15","b","B","D","C","A",3
"P13","Segment 11",960,463,0,203,"4","34","8","a","C","D","B","A",2
"P13","Segment 11",1329,305,273,426,"4","34","8","a","C","D","B","A",2
"P13","Segment 11",351,252,579,739,"4","34","8","a","C","D","B","A",1
"P13","Segment 11",323,265,759,879,"4","34","8","a","C","D","B","A",1
"P13","Segment 11",379,708,929,1262,"4","34","8","a","C","D","B","A",3
"P13","Segment 11",357,727,1276,1372,"4","34","8","a","C","D","B","A",3
"P13","Segment 11",1381,699,1632,1876,"4","34","8","a","C","D","B","A",4
"P13","Segment 11",1386,238,1952,2042,"4","34","8","a","C","D","B","A",2
"P13","Segment 11",295,239,2119,2422,"4","34","8","a","C","D","B","A",1
"P13","Segment 11",351,254,2446,2539,"4","34","8","a","C","D","B","A",1
"P13","Segment 11",1328,303,2776,3152,"4","34","8","a","C","D","B","A",2
"P13","Segment 11",1414,781,3316,3372,"4","34","8","a","C","D","B","A",4
"P13","Segment 11",1396,690,3402,3752,"4","34","8","a","C","D","B","A",4
"P13","Segment 11",1446,247,3819,4272,"4","34","8","a","C","D","B","A",2
"P13","Segment 11",1409,668,4329,4759,"4","34","8","a","C","D","B","A",4
"P13","Segment 11",504,708,4835,5422,"4","34","8","a","C","D","B","A",3
"P13","Segment 11",384,669,5462,5672,"4","34","8","a","C","D","B","A",3
"P13","Segment 11",1394,700,5828,6019,"4","34","8","a","C","D","B","A",4
"P13","Segment 11",1420,287,6112,6315,"4","34","8","a","C","D","B","A",2
"P13","Segment 11",421,284,6395,6562,"4","34","8","a","C","D","B","A",1
"P13","Segment 11",315,257,6592,7038,"4","34","8","a","C","D","B","A",1
"P13","Segment 11",1399,680,7268,7658,"4","34","8","a","C","D","B","A",4
"P13","Segment 11",909,445,7728,7912,"4","34","8","a","C","D","B","A",1
"P13","Segment 11",404,310,7972,8115,"4","34","8","a","C","D","B","A",1
"P13","Segment 11",392,665,8165,8448,"4","34","8","a","C","D","B","A",3
"P13","Segment 11",359,709,8472,8585,"4","34","8","a","C","D","B","A",3
"P13","Segment 11",1370,697,8655,8891,"4","34","8","a","C","D","B","A",4
"P13","Segment 11",326,303,9011,9225,"4","34","8","a","C","D","B","A",1
"P13","Segment 11",316,233,9248,10363,"4","34","8","a","C","D","B","A",1
"P13","Segment 12",971,539,0,82,"4","37","6","c","A","D","C","B",2
"P13","Segment 12",998,508,99,209,"4","37","6","c","A","D","C","B",2
"P13","Segment 12",1316,231,272,522,"4","37","6","c","A","D","C","B",2
"P13","Segment 12",1407,626,572,822,"4","37","6","c","A","D","C","B",4
"P13","Segment 12",445,185,939,1132,"4","37","6","c","A","D","C","B",1
"P13","Segment 12",394,111,1159,1299,"4","37","6","c","A","D","C","B",1
"P13","Segment 12",348,87,1322,1659,"4","37","6","c","A","D","C","B",1
"P13","Segment 12",307,681,1725,1955,"4","37","6","c","A","D","C","B",3
"P13","Segment 12",276,676,1972,2172,"4","37","6","c","A","D","C","B",3
"P13","Segment 12",1281,398,2285,2438,"4","37","6","c","A","D","C","B",2
"P13","Segment 12",1335,331,2478,2675,"4","37","6","c","A","D","C","B",2
"P13","Segment 12",1338,210,2718,3038,"4","37","6","c","A","D","C","B",2
"P13","Segment 12",1284,266,3248,3485,"4","37","6","c","A","D","C","B",2
"P13","Segment 12",1327,506,3901,3998,"4","37","6","c","A","D","C","B",2
"P13","Segment 12",1366,619,4032,4178,"4","37","6","c","A","D","C","B",4
"P13","Segment 12",426,163,4288,4531,"4","37","6","c","A","D","C","B",1
"P13","Segment 12",639,360,4571,4868,"4","37","6","c","A","D","C","B",1
"P13","Segment 12",697,339,4891,5131,"4","37","6","c","A","D","C","B",1
"P13","Segment 12",1219,290,5195,5425,"4","37","6","c","A","D","C","B",2
"P13","Segment 12",340,710,5605,5718,"4","37","6","c","A","D","C","B",3
"P13","Segment 12",274,666,5745,6035,"4","37","6","c","A","D","C","B",3
"P13","Segment 12",1299,255,6175,6351,"4","37","6","c","A","D","C","B",2
"P13","Segment 12",1313,168,6381,6598,"4","37","6","c","A","D","C","B",2
"P13","Segment 12",1418,296,6631,6928,"4","37","6","c","A","D","C","B",2
"P13","Segment 12",1391,683,7311,7431,"4","37","6","c","A","D","C","B",4
"P13","Segment 12",1274,677,7464,7588,"4","37","6","c","A","D","C","B",4
"P13","Segment 12",1292,247,7648,7958,"4","37","6","c","A","D","C","B",2
"P13","Segment 12",1325,201,7984,8218,"4","37","6","c","A","D","C","B",2
"P13","Segment 12",323,713,8301,8478,"4","37","6","c","A","D","C","B",3
"P13","Segment 12",277,689,8504,9161,"4","37","6","c","A","D","C","B",3
"P13","Segment 12",1304,217,9251,9707,"4","37","6","c","A","D","C","B",2
"P13","Segment 12",1407,293,9744,9961,"4","37","6","c","A","D","C","B",2
"P13","Segment 12",1453,594,10007,10191,"4","37","6","c","A","D","C","B",4
"P13","Segment 12",1398,636,10217,10334,"4","37","6","c","A","D","C","B",4
"P13","Segment 12",1397,281,10394,10524,"4","37","6","c","A","D","C","B",2
"P13","Segment 12",412,108,10631,10777,"4","37","6","c","A","D","C","B",1
"P13","Segment 12",1411,227,10851,11037,"4","37","6","c","A","D","C","B",2
"P13","Segment 12",1295,207,11071,11208,"4","37","6","c","A","D","C","B",2
"P13","Segment 13",934,430,0,218,"4","39","22","c","D","B","C","A",1
"P13","Segment 13",1066,382,265,372,"4","39","22","c","D","B","C","A",2
"P13","Segment 13",1462,275,422,572,"4","39","22","c","D","B","C","A",2
"P13","Segment 13",1453,787,632,1088,"4","39","22","c","D","B","C","A",4
"P13","Segment 13",483,746,1172,1408,"4","39","22","c","D","B","C","A",3
"P13","Segment 13",372,738,1442,1655,"4","39","22","c","D","B","C","A",3
"P13","Segment 13",443,211,1732,1982,"4","39","22","c","D","B","C","A",1
"P13","Segment 13",1378,335,2162,2295,"4","39","22","c","D","B","C","A",2
"P13","Segment 13",1494,284,2325,2545,"4","39","22","c","D","B","C","A",2
"P13","Segment 13",1437,815,2965,3101,"4","39","22","c","D","B","C","A",4
"P13","Segment 13",1427,780,3121,3415,"4","39","22","c","D","B","C","A",4
"P13","Segment 13",1481,342,3555,3771,"4","39","22","c","D","B","C","A",2
"P13","Segment 13",872,317,3841,4008,"4","39","22","c","D","B","C","A",1
"P13","Segment 13",466,240,4061,4318,"4","39","22","c","D","B","C","A",1
"P13","Segment 13",439,220,4331,4538,"4","39","22","c","D","B","C","A",1
"P13","Segment 13",1450,272,4614,4808,"4","39","22","c","D","B","C","A",2
"P13","Segment 13",1490,284,4851,5651,"4","39","22","c","D","B","C","A",2
"P13","Segment 13",476,209,5731,5948,"4","39","22","c","D","B","C","A",1
"P13","Segment 13",1482,318,6154,6558,"4","39","22","c","D","B","C","A",2
"P13","Segment 13",594,329,6768,6861,"4","39","22","c","D","B","C","A",1
"P13","Segment 13",451,263,6898,7028,"4","39","22","c","D","B","C","A",1
"P13","Segment 13",422,770,7094,7338,"4","39","22","c","D","B","C","A",3
"P13","Segment 13",623,838,7374,7651,"4","39","22","c","D","B","C","A",3
"P13","Segment 13",475,205,7731,8147,"4","39","22","c","D","B","C","A",1
"P13","Segment 13",1534,253,8231,8447,"4","39","22","c","D","B","C","A",2
"P13","Segment 13",1438,799,8551,8777,"4","39","22","c","D","B","C","A",4
"P13","Segment 13",1522,275,8844,9161,"4","39","22","c","D","B","C","A",2
"P13","Segment 13",1443,787,9221,9374,"4","39","22","c","D","B","C","A",4
"P13","Segment 13",426,237,9484,9904,"4","39","22","c","D","B","C","A",1
"P13","Segment 13",412,816,9974,10204,"4","39","22","c","D","B","C","A",3
"P13","Segment 13",472,324,10290,10484,"4","39","22","c","D","B","C","A",1
"P13","Segment 13",454,243,10517,10947,"4","39","22","c","D","B","C","A",1
"P13","Segment 13",403,230,10974,11070,"4","39","22","c","D","B","C","A",1
"P13","Segment 13",1510,815,11154,11260,"4","39","22","c","D","B","C","A",4
"P13","Segment 14",998,438,56,193,"4","41","17","d","B","A","C","D",2
"P13","Segment 14",1385,277,246,636,"4","41","17","d","B","A","C","D",2
"P13","Segment 14",1437,751,886,1179,"4","41","17","d","B","A","C","D",4
"P13","Segment 14",429,781,1259,1509,"4","41","17","d","B","A","C","D",3
"P13","Segment 14",388,269,1622,1842,"4","41","17","d","B","A","C","D",1
"P13","Segment 14",461,781,1902,2076,"4","41","17","d","B","A","C","D",3
"P13","Segment 14",402,774,2099,2352,"4","41","17","d","B","A","C","D",3
"P13","Segment 14",385,684,2386,2472,"4","41","17","d","B","A","C","D",3
"P13","Segment 14",1363,309,2556,2866,"4","41","17","d","B","A","C","D",2
"P13","Segment 14",1347,280,2876,3202,"4","41","17","d","B","A","C","D",2
"P13","Segment 14",1342,305,3416,3646,"4","41","17","d","B","A","C","D",2
"P13","Segment 14",973,307,3699,4662,"4","41","17","d","B","A","C","D",2
"P13","Segment 14",399,232,4735,4865,"4","41","17","d","B","A","C","D",1
"P13","Segment 14",306,201,4895,5139,"4","41","17","d","B","A","C","D",1
"P13","Segment 14",1078,417,5212,5385,"4","41","17","d","B","A","C","D",2
"P13","Segment 14",1391,688,5435,5685,"4","41","17","d","B","A","C","D",4
"P13","Segment 14",1405,717,5699,5809,"4","41","17","d","B","A","C","D",4
"P13","Segment 14",403,753,5885,6135,"4","41","17","d","B","A","C","D",3
"P13","Segment 14",1380,722,6212,6592,"4","41","17","d","B","A","C","D",4
"P13","Segment 14",1417,698,6615,6732,"4","41","17","d","B","A","C","D",4
"P13","Segment 14",1367,290,6838,7362,"4","41","17","d","B","A","C","D",2
"P13","Segment 14",358,232,7438,7762,"4","41","17","d","B","A","C","D",1
"P13","Segment 14",304,219,7782,8168,"4","41","17","d","B","A","C","D",1
"P13","Segment 14",1333,714,8252,8438,"4","41","17","d","B","A","C","D",4
"P13","Segment 14",1417,731,8465,9028,"4","41","17","d","B","A","C","D",4
"P13","Segment 14",1389,574,9081,9185,"4","41","17","d","B","A","C","D",4
"P13","Segment 14",1393,494,9425,9551,"4","41","17","d","B","A","C","D",2
"P13","Segment 14",1431,598,9585,9721,"4","41","17","d","B","A","C","D",4
"P13","Segment 14",1363,279,9781,9981,"4","41","17","d","B","A","C","D",2
"P13","Segment 14",442,279,10061,10195,"4","41","17","d","B","A","C","D",1
"P13","Segment 14",420,750,10248,10628,"4","41","17","d","B","A","C","D",3
"P13","Segment 14",405,771,10645,10828,"4","41","17","d","B","A","C","D",3
"P13","Segment 14",367,688,10861,11005,"4","41","17","d","B","A","C","D",3
"P13","Segment 14",342,653,11024,11154,"4","41","17","d","B","A","C","D",3
"P13","Segment 14",348,249,11408,11578,"4","41","17","d","B","A","C","D",1
"P13","Segment 14",326,236,11588,12008,"4","41","17","d","B","A","C","D",1
"P13","Segment 14",569,380,12054,12211,"4","41","17","d","B","A","C","D",1
"P13","Segment 14",787,630,12254,12494,"4","41","17","d","B","A","C","D",3
"P13","Segment 14",800,659,12511,12921,"4","41","17","d","B","A","C","D",3
"P13","Segment 14",459,251,12984,13158,"4","41","17","d","B","A","C","D",1
"P13","Segment 14",363,206,13191,13288,"4","41","17","d","B","A","C","D",1
"P13","Segment 14",1411,281,13364,13618,"4","41","17","d","B","A","C","D",2
"P13","Segment 14",1367,312,13637,13801,"4","41","17","d","B","A","C","D",2
"P13","Segment 14",302,227,13877,14251,"4","41","17","d","B","A","C","D",1
"P13","Segment 14",1444,332,14327,14607,"4","41","17","d","B","A","C","D",2
"P13","Segment 14",1371,310,14634,15027,"4","41","17","d","B","A","C","D",2
"P13","Segment 14",374,252,15127,15281,"4","41","17","d","B","A","C","D",1
"P13","Segment 14",291,228,15307,15524,"4","41","17","d","B","A","C","D",1
"P13","Segment 14",412,740,15581,16007,"4","41","17","d","B","A","C","D",3
